V41	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ČÁST
V42	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ČÁST
V43	vynuceno-a-otestovano	test:Unit/PurchaseBatchImport/AmountRulesTest	cesta:davkovy-import	dnes:ČÁST
V43b	vynuceno-a-otestovano	test:Unit/PurchaseBatchImport/AmountRulesTest	cesta:davkovy-import	dnes:NE
V43c	vynuceno-a-otestovano	test:Unit/PurchaseBatchImport/AmountRulesTest	cesta:davkovy-import	dnes:NE
V43d	vynuceno-a-otestovano	test:Unit/PurchaseBatchImport/AmountRulesTest	cesta:davkovy-import	dnes:NE
V43e	vynuceno-a-otestovano	test:Unit/PurchaseBatchImport/AmountRulesTest	cesta:davkovy-import	dnes:ČÁST
V44	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ČÁST
V45	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ČÁST
V46	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ČÁST
V47	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:implementace neexistuje	od:2026-07-30	dnes:NE
V48	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ANO
V49	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:implementace neexistuje	od:2026-07-30	dnes:NE
V50	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:implementace neexistuje	od:2026-07-30	dnes:NE
V51	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ANO
V52	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ANO
V53	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ANO
V54	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ANO
V55	vynuceno-a-otestovano	test:Unit/PurchaseBatchImport/IdentityRulesTest	cesta:davkovy-import	dnes:ČÁST
V56	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ANO
V57	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ANO
V58	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ČÁST
V59	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:POZOR
V60	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ANO
V61	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ANO
V62	vynuceno-a-otestovano	test:Unit/PurchaseBatchImport/ResultsValidatorTest	cesta:davkovy-import	dnes:NE
V63	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:implementace neexistuje	od:2026-07-30	dnes:NE
V64	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ANO
V65	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ANO
V66	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:implementace neexistuje	od:2026-07-30	dnes:NE
V67	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ČÁST
V68	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ČÁST
V69	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ČÁST
V70	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:implementace neexistuje	od:2026-07-30	dnes:NE
V71	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ČÁST
V72	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ČÁST
V73	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ANO
V74	definovano-nevynuceno	vynuceni:dávková cesta, Commit 9–11	blokuje:nezapojeno do dávkové cesty	od:2026-07-30	dnes:ANO
